timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-02-21T21:10:32,codecarbon,1ea6bcf2-d86d-41b0-b245-c1eb3668c257,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.002559458022005856,2.933671177008364e-10,1.1462079673841403e-07,7.5,0.0,3.0,5.2027770531519e-09,0.0,2.006145853859683e-09,7.208922907011584e-09,0.0,Sweden,SWE,,,,macOS-26.3-arm64-arm-64bit-Mach-O,3.13.2,3.2.2,8,Apple M1,,,18.056,59.3247,16.0,process,0,0,0,0,N,1.0,0.0
